datatype,sample_size,model_name,model_type,evaluation_type,strategy,precision,recall,f1,TP,FN,FP,TN,file_path
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-diversity-0826:C8jRHSiu,before,all_pairs,diversity,0.973,1.0,0.9863,36,0,1,105074,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-mat..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-mat..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-inconsistency-0825:C8FULlA4,after,all_pairs,inconsistency,1.0,0.9167,0.9565,33,3,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-mat..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-mat..._report.txt
walmart,200,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0825-2:C8RmMCW8,after,knn,uncertainty,1.0,0.9167,0.9565,33,3,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0825-2:C8RmMCW8,after,all_pairs,uncertainty,1.0,0.9167,0.9565,33,3,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-uncertainty-0904-300:CCSOT8fx,after,knn,uncertainty,1.0,0.8889,0.9412,32,4,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-uncertainty-0904-300:CCSOT8fx,after,all_pairs,uncertainty,1.0,0.8889,0.9412,32,4,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-random-0904-300:CCSMwbMt,before,knn,random,1.0,0.6667,0.8,24,12,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-diversity-0904-300:CCSMBCge,after,knn,diversity,0.2812,1.0,0.439,36,0,92,2791,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-random-0904-300:CCSMwbMt,before,all_pairs,random,1.0,0.6667,0.8,24,12,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-diversity-0904-300:CCSMBCge,after,all_pairs,diversity,0.1885,1.0,0.3172,36,0,155,104920,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-inconsistecy-0904-300:CCSQWyz5,after,knn,inconsistency,0.0275,0.1667,0.0472,6,30,212,2671,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-inconsistecy-0904-300:CCSQWyz5,after,all_pairs,inconsistency,0.0043,0.1667,0.0083,6,30,1403,103672,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0907-400:CCucyWb8,after,knn,uncertainty,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0907-400:CCucyWb8,after,all_pairs,uncertainty,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0907-400:CCtPVtzl,before,knn,random,1.0,0.9912,0.9956,452,4,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0907-400:CCqKibOm,after,knn,diversity,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0907-400:CCtPVtzl,before,all_pairs,random,1.0,0.9891,0.9945,454,5,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0907-400:CCqKibOm,after,all_pairs,diversity,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0907-400:CCtSCJjy,after,knn,inconsistency,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0907-400:CCtSCJjy,after,all_pairs,inconsistency,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,100,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-100:CBxB9Yfs,after,knn,inconsistency,1.0,0.8706,0.9308,397,59,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-100:CBxB9Yfs,after,all_pairs,inconsistency,1.0,0.9521,0.9754,437,22,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-100:CBxB5Hu9,before,knn,random,1.0,0.9254,0.9613,422,34,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-100:CBxQbOVW,after,knn,diversity,1.0,0.9978,0.9989,455,1,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-100:CBxB5Hu9,before,all_pairs,random,1.0,0.963,0.9811,442,17,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-100:CBxQbOVW,after,all_pairs,diversity,1.0,0.9913,0.9956,455,4,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-100:CBxSER4j,after,knn,uncertainty,0.1499,1.0,0.2606,456,0,2587,590,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-100:CBxSER4j,after,all_pairs,uncertainty,0.0037,1.0,0.0073,459,0,124291,0,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,200,gpt-4o-mini-2024-07-18,before,knn,baseline,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-200:CCKjUtu4,after,knn,inconsistency,1.0,0.9934,0.9967,453,3,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,gpt-4o-mini-2024-07-18,before,all_pairs,baseline,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-200:CCKjUtu4,after,all_pairs,inconsistency,1.0,0.9913,0.9956,455,4,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-200:CCKnWH37,before,knn,random,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-200:CCMhKclV,after,knn,uncertainty,0.9325,1.0,0.9651,456,0,33,3144,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-200:CCKnWH37,before,all_pairs,random,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-200:CCMhKclV,after,all_pairs,uncertainty,0.48,0.9935,0.6473,456,3,494,123797,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-200:CCKT6lew,before,knn,diversity,1.0,0.9978,0.9989,455,1,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-200:CCKT6lew,after,knn,diversity,1.0,0.9978,0.9989,455,1,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-200:CCKT6lew,before,all_pairs,diversity,1.0,0.9913,0.9956,455,4,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,200,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-200:CCKT6lew,after,all_pairs,diversity,1.0,0.9913,0.9956,455,4,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
